speed,weather,road_condition,time,location,traffic_density,accident_risk,accident_severity
28.413996499504883,Rainy,Under Maintenance,18,Urban,Medium,0,Low
36.162871409461374,Snowy,Icy,13,Rural,Low,0,Low
109.85541885270793,Rainy,Dry,6,Highway,Low,1,High
80.64290596595899,Rainy,Icy,13,Highway,High,1,High
20.919705161662964,Snowy,Dry,5,Highway,Medium,0,Medium
30.14715428660321,Snowy,Under Maintenance,11,Urban,Medium,0,Low
86.35017691080559,Rainy,Icy,15,Urban,Medium,1,Medium
20.50615838462187,Snowy,Icy,16,Rural,High,1,Low
36.08080514174986,Rainy,Under Maintenance,12,Highway,Medium,1,Medium
74.87337893665861,Foggy,Dry,22,Highway,Low,1,High
89.18951976926932,Snowy,Icy,13,Urban,High,1,Medium
85.19612595026005,Foggy,Dry,6,Urban,Low,1,Low
42.426930946055975,Sunny,Icy,13,Rural,Low,0,Low
91.2179221347536,Foggy,Wet,14,Rural,High,1,Medium
43.72490874968001,Foggy,Icy,11,Urban,Low,0,Low
52.539969815926774,Rainy,Under Maintenance,16,Highway,Medium,1,Medium
94.64914051180241,Foggy,Under Maintenance,8,Rural,High,1,Medium
84.96328990472146,Snowy,Dry,21,Urban,Low,1,Medium
104.9223410494178,Rainy,Icy,14,Urban,Medium,1,Medium
85.76128923003434,Sunny,Dry,11,Highway,Medium,0,High
76.83086033354716,Snowy,Dry,1,Urban,Low,0,Medium
29.36747678280925,Sunny,Wet,4,Urban,Medium,0,Low
56.77158030594335,Foggy,Wet,12,Rural,High,1,Low
46.520236768172545,Snowy,Under Maintenance,19,Urban,Low,1,Low
44.39896433790835,Snowy,Dry,22,Urban,Medium,0,Medium
117.30105547524455,Sunny,Under Maintenance,7,Rural,Medium,1,Medium
59.30977246667604,Snowy,Icy,13,Highway,Low,1,Medium
109.20465551771133,Snowy,Dry,14,Highway,Low,1,High
83.11386259972629,Snowy,Dry,10,Rural,Low,0,Medium
99.48113035416485,Foggy,Icy,0,Rural,Low,1,Medium
70.2637093105192,Sunny,Icy,20,Highway,High,1,High
77.69038846263591,Snowy,Under Maintenance,2,Highway,Low,1,High
69.25176938188639,Rainy,Under Maintenance,16,Highway,High,1,High
39.524298779804454,Rainy,Icy,18,Highway,High,1,Medium
92.24521152615053,Rainy,Under Maintenance,13,Highway,Low,1,High
48.07723624408558,Rainy,Icy,21,Rural,High,1,Low
22.431596643145383,Foggy,Dry,22,Urban,Low,0,Low
84.54722959071678,Snowy,Dry,7,Highway,Low,0,Medium
37.71106794070489,Sunny,Wet,12,Highway,Medium,0,Medium
114.04585843529144,Snowy,Dry,19,Urban,Low,1,High
115.39285770025873,Foggy,Icy,2,Urban,Medium,1,Medium
111.48643902204485,Rainy,Under Maintenance,4,Urban,High,1,Medium
57.01587002554444,Foggy,Wet,8,Urban,Medium,1,Low
21.545661652886743,Snowy,Under Maintenance,5,Urban,High,1,Low
112.83185625877253,Sunny,Icy,21,Urban,Low,1,Medium
62.81841483173143,Foggy,Dry,1,Rural,High,1,Low
116.66548190436696,Sunny,Wet,12,Urban,High,1,Medium
116.36199770892529,Foggy,Icy,4,Urban,Low,1,Medium
105.300945546736,Sunny,Wet,7,Rural,High,1,High
49.444889206958564,Sunny,Wet,22,Urban,Low,0,Low
58.50977286019253,Rainy,Dry,0,Highway,Medium,0,High
105.11366715168569,Sunny,Icy,19,Highway,Low,1,High
51.69220051562777,Rainy,Under Maintenance,11,Urban,Low,1,Low
36.94927466860925,Snowy,Wet,22,Rural,High,1,Low
75.68012624583501,Snowy,Wet,10,Highway,Medium,1,High
113.6154774160781,Rainy,Under Maintenance,6,Rural,Low,1,Medium
89.6029796674973,Rainy,Icy,14,Highway,Medium,1,High
77.0061170089365,Foggy,Wet,21,Urban,Medium,1,Medium
29.717649377076853,Foggy,Wet,23,Rural,High,1,Low
81.50072266991697,Foggy,Wet,10,Rural,Low,1,High
119.00538501042632,Snowy,Icy,21,Rural,High,1,Medium
34.0084015236524,Foggy,Icy,15,Highway,Low,1,Medium
71.83296523637367,Sunny,Under Maintenance,2,Highway,Medium,0,Medium
107.73730719279554,Sunny,Icy,19,Highway,Low,1,High
94.07686177542044,Foggy,Icy,13,Urban,Low,1,Medium
89.7015740995268,Sunny,Dry,2,Highway,Medium,0,High
90.24840839871092,Snowy,Under Maintenance,0,Urban,Medium,1,Medium
55.94911512197552,Sunny,Wet,20,Rural,Low,0,Low
49.35918442644933,Snowy,Icy,14,Rural,High,1,Low
100.93611554785136,Rainy,Wet,0,Urban,Low,1,Medium
101.01133946791808,Rainy,Wet,16,Highway,Medium,1,High
106.70723185801037,Rainy,Dry,1,Urban,High,1,High
111.32405525564712,Rainy,Icy,19,Rural,Medium,1,Medium
71.13423988609378,Sunny,Under Maintenance,5,Rural,Medium,0,Medium
70.15162946871996,Foggy,Icy,7,Urban,High,1,Medium
99.82951789667752,Sunny,Wet,15,Highway,Medium,0,High
84.99639307777652,Snowy,Under Maintenance,18,Highway,Medium,1,High
90.19668772577033,Sunny,Icy,0,Urban,Medium,0,Medium
99.57926694361011,Sunny,Wet,2,Urban,Medium,1,Medium
109.00053418175663,Snowy,Wet,2,Highway,Medium,1,High
53.79951568515358,Rainy,Dry,4,Rural,Medium,0,Low
57.5582952639944,Rainy,Dry,11,Urban,Medium,0,Low
29.3981939840869,Rainy,Dry,11,Highway,Medium,0,High
77.8280140996174,Foggy,Wet,19,Highway,Medium,1,High
23.59422737967421,Snowy,Icy,12,Rural,Low,0,Low
66.55980181324603,Snowy,Dry,19,Rural,Low,0,Medium
74.26446347075766,Sunny,Icy,8,Rural,Medium,0,Medium
48.65412521282844,Foggy,Dry,6,Rural,Low,0,Low
79.08332605690107,Rainy,Under Maintenance,3,Rural,High,1,Low
23.05002499390494,Foggy,Under Maintenance,18,Urban,Low,1,Low
23.73481887492144,Snowy,Dry,21,Highway,Medium,0,Medium
102.26005606596583,Snowy,Wet,18,Urban,Medium,1,Medium
56.019064141126286,Sunny,Dry,5,Urban,Low,0,Low
32.70605126518848,Sunny,Dry,12,Urban,Medium,0,Medium
72.22432600548044,Snowy,Wet,10,Urban,High,1,Low
96.99935530986109,Rainy,Under Maintenance,12,Urban,High,1,Medium
41.58210274968432,Rainy,Icy,12,Rural,Medium,1,Low
82.28904758190004,Foggy,Dry,21,Rural,High,1,Medium
28.5347464993768,Snowy,Wet,19,Highway,High,1,Medium
25.16817211686077,Snowy,Dry,14,Urban,Low,0,Low
73.13546315681481,Rainy,Wet,20,Highway,High,1,High
74.06351216101065,Rainy,Icy,12,Rural,Low,1,Low
83.74299014982066,Snowy,Icy,21,Rural,Medium,1,Medium
92.60913337226616,Sunny,Under Maintenance,10,Rural,Low,1,Medium
117.58520794625346,Snowy,Wet,18,Urban,Medium,1,Medium
71.63003483011954,Snowy,Wet,7,Urban,Medium,1,Medium
52.2956472941246,Rainy,Under Maintenance,19,Rural,Medium,1,Low
99.51861947687037,Rainy,Under Maintenance,7,Highway,Medium,1,High
47.083225126207424,Sunny,Wet,9,Highway,Medium,0,High
63.89714207056361,Sunny,Under Maintenance,15,Rural,Low,0,Medium
27.845638134226597,Foggy,Icy,18,Highway,Medium,0,Medium
22.53507434154575,Snowy,Dry,22,Rural,High,0,Low
116.26484146779251,Rainy,Icy,10,Highway,High,1,High
103.59801205122058,Sunny,Under Maintenance,12,Rural,Medium,1,Medium
89.59742060936979,Foggy,Wet,8,Highway,High,1,High
60.89529444142699,Foggy,Wet,19,Urban,Low,1,Medium
37.32943200708458,Rainy,Icy,23,Rural,Low,1,Low
35.6437042671086,Rainy,Wet,18,Rural,Medium,1,Low
45.02428981645953,Foggy,Under Maintenance,15,Highway,Medium,1,Medium
74.92266647061206,Sunny,Icy,6,Rural,Medium,0,Low
91.45959227000624,Foggy,Wet,18,Rural,High,1,Medium
86.01973767177313,Snowy,Dry,11,Rural,High,1,Medium
47.993389694594285,Snowy,Dry,14,Urban,Low,0,Low
115.48652806631941,Rainy,Under Maintenance,22,Urban,High,1,Medium
93.78969166957685,Sunny,Wet,13,Highway,Low,0,High
75.43540525114007,Sunny,Under Maintenance,10,Urban,High,1,Medium
81.17207462343522,Snowy,Icy,9,Highway,Low,1,High
61.96000624277899,Foggy,Dry,10,Urban,Medium,0,Low
44.773098950115745,Rainy,Icy,5,Highway,High,1,High
55.597267865126156,Foggy,Wet,1,Urban,Low,1,Low
95.78461104643691,Foggy,Under Maintenance,10,Urban,High,1,Medium
21.439348862975585,Foggy,Under Maintenance,18,Highway,Medium,0,Medium
31.607264050691626,Sunny,Under Maintenance,5,Rural,Low,0,Low
24.600264202175275,Snowy,Icy,13,Rural,High,1,Low
24.072880231897013,Sunny,Dry,19,Urban,High,0,Low
105.54605840110072,Snowy,Icy,5,Highway,Medium,1,High
90.36578593800236,Rainy,Icy,16,Rural,Medium,1,Medium
67.41738290873252,Rainy,Wet,9,Highway,Low,1,High
29.78341606510015,Foggy,Wet,0,Rural,High,1,Low
69.16158751168324,Snowy,Wet,2,Highway,High,1,Medium
67.34717707805657,Snowy,Dry,7,Urban,Medium,0,Medium
37.32018699100152,Snowy,Dry,7,Highway,Medium,0,Medium
63.385164923797305,Foggy,Wet,19,Rural,Low,1,Medium
59.85047343973734,Foggy,Wet,21,Urban,High,1,Low
81.58500980522165,Rainy,Dry,14,Highway,High,1,High
83.50936508676438,Sunny,Under Maintenance,23,Rural,Low,1,Medium
24.53040097720445,Snowy,Dry,6,Urban,Low,0,Low
57.46126146264712,Snowy,Dry,10,Highway,Medium,0,Medium
82.58599157142365,Sunny,Dry,6,Rural,Medium,0,Low
70.31362585800878,Snowy,Wet,3,Highway,Low,1,Medium
105.64898411883223,Foggy,Under Maintenance,11,Highway,Low,1,High
85.8693631618945,Foggy,Dry,5,Urban,High,1,Medium
36.29344270814297,Snowy,Wet,13,Urban,Low,1,Low
27.056874740042986,Foggy,Icy,11,Rural,Low,0,Low
84.24192782063156,Foggy,Icy,10,Urban,High,1,Medium
22.65113105416218,Snowy,Dry,18,Rural,Low,0,Low
78.57755812734632,Rainy,Icy,20,Highway,Medium,1,High
114.02302414249576,Sunny,Under Maintenance,4,Highway,Medium,1,High
77.5474177875879,Foggy,Icy,13,Rural,High,1,Low
58.816992620652194,Rainy,Icy,20,Highway,Low,1,Medium
84.32882184423532,Foggy,Under Maintenance,23,Urban,Medium,1,Medium
65.82528904915166,Foggy,Dry,15,Highway,Medium,0,Medium
74.56167893159349,Sunny,Dry,12,Urban,Medium,0,Medium
114.14648087765252,Foggy,Under Maintenance,21,Rural,Medium,1,High
58.610263780077425,Sunny,Under Maintenance,21,Rural,Low,0,Low
116.11905638239142,Sunny,Under Maintenance,19,Highway,Low,1,High
110.53506419560637,Sunny,Icy,21,Highway,Low,1,High
39.57911347892964,Rainy,Under Maintenance,3,Urban,Low,1,Low
26.936130087516545,Snowy,Wet,10,Urban,Medium,1,Low
30.077800137742663,Rainy,Icy,16,Highway,High,1,Medium
21.82218256515497,Snowy,Dry,6,Highway,High,1,Medium
29.44429607559284,Snowy,Dry,13,Rural,Medium,0,Low
88.30067734163569,Sunny,Dry,10,Rural,Medium,0,High
27.1188648460229,Foggy,Icy,21,Rural,High,1,Low
51.89756302937613,Sunny,Wet,8,Highway,High,1,Medium
104.48753109694546,Foggy,Under Maintenance,22,Highway,Medium,1,High
22.327193573582587,Snowy,Under Maintenance,12,Highway,Medium,0,Medium
101.44684825889358,Sunny,Dry,22,Rural,Low,0,Medium
48.185477477339994,Foggy,Dry,17,Highway,Low,0,High
31.816482762165627,Rainy,Icy,10,Urban,High,1,Low
89.67371653641507,Foggy,Wet,14,Highway,Medium,1,High
82.8942846779884,Sunny,Under Maintenance,21,Highway,High,1,High
107.74720135270529,Rainy,Icy,18,Highway,Low,1,High
93.50710438038858,Foggy,Under Maintenance,0,Highway,Low,1,High
100.34809303848486,Foggy,Dry,3,Highway,High,1,High
48.20345725713065,Foggy,Under Maintenance,13,Urban,Low,1,Low
37.74395437797229,Foggy,Wet,13,Urban,Medium,0,Low
95.06147516408583,Foggy,Wet,2,Highway,High,1,High
100.6834739267264,Rainy,Dry,16,Rural,Medium,0,Medium
119.05051420006733,Snowy,Wet,2,Highway,Medium,1,High
61.26176769114265,Rainy,Wet,15,Highway,Low,1,High
57.201808579278314,Rainy,Icy,13,Highway,Medium,1,High
97.64129607419969,Rainy,Under Maintenance,19,Rural,High,1,Medium
54.08035402530179,Snowy,Dry,12,Rural,Medium,0,Medium
113.07573256035647,Sunny,Dry,14,Rural,Medium,0,Medium
105.84127518430118,Snowy,Dry,13,Urban,Medium,1,Medium
62.89940273750184,Rainy,Dry,23,Rural,Medium,0,Low
95.08710677914974,Foggy,Dry,18,Urban,Medium,1,Medium
95.45428740846823,Foggy,Wet,5,Urban,Low,1,Medium
30.312386883593263,Rainy,Icy,9,Rural,High,1,Low
110.25529066795667,Foggy,Dry,14,Rural,Low,1,Medium
70.52523724478571,Rainy,Icy,20,Rural,High,1,Medium
102.64574661077417,Foggy,Icy,21,Urban,High,1,Low
52.00496010306117,Snowy,Wet,19,Highway,High,1,Medium
109.55232284962005,Sunny,Dry,5,Rural,High,1,Medium
58.92016787341631,Sunny,Wet,22,Rural,High,1,Medium
21.083765148029837,Snowy,Dry,9,Rural,Medium,0,Low
110.53819764192636,Snowy,Wet,6,Urban,Low,1,High
29.128667678613354,Rainy,Icy,21,Urban,Low,0,Low
51.93136375904149,Rainy,Dry,16,Highway,Medium,0,High
115.0061967050805,Rainy,Under Maintenance,17,Rural,High,1,Medium
115.06071469375561,Foggy,Icy,16,Urban,Low,1,Medium
77.34378881232861,Rainy,Under Maintenance,8,Highway,Medium,1,Medium
83.18372121697993,Snowy,Icy,9,Rural,Medium,1,Medium
64.84455219783197,Sunny,Wet,9,Urban,Low,0,Low
49.32107716980646,Foggy,Dry,6,Rural,Low,0,Low
52.8664545369916,Rainy,Icy,15,Rural,High,1,Low
87.25184560770384,Foggy,Wet,17,Urban,High,1,Medium
95.237452943768,Foggy,Dry,5,Urban,Low,0,Medium
99.15790437258485,Rainy,Dry,19,Urban,High,1,Medium
98.96181427945538,Foggy,Icy,0,Rural,Medium,1,Medium
29.120610304869036,Sunny,Dry,0,Rural,High,0,Low
69.44203047025815,Snowy,Icy,11,Highway,High,1,High
25.75587600166443,Snowy,Dry,20,Rural,Medium,0,Low
74.95288823237355,Sunny,Under Maintenance,1,Urban,High,1,Medium
64.1530501373377,Foggy,Wet,3,Rural,Medium,1,Medium
108.77041827582998,Rainy,Under Maintenance,16,Highway,High,1,High
55.09150125520787,Foggy,Icy,3,Highway,Low,1,High
31.706701642760585,Sunny,Under Maintenance,10,Urban,High,0,Low
34.299168205283586,Foggy,Icy,21,Urban,Low,1,Low
96.15106317174723,Snowy,Dry,3,Highway,Low,1,High
81.8218063316261,Foggy,Dry,0,Highway,Low,0,High
